epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,196.406,1.56156,1.9409,1.20854,0.88606,0.34163,0.47583,0.21068,1.57503,2.89442,1.24643,0.000293376,0.000293376,0.000293376
20,206.961,1.53013,2.23795,1.15748,0.88606,0.34163,0.47583,0.21068,1.57503,2.89442,1.24643,0.000309283,0.000309283,0.000309283
21,215.954,1.44942,2.19386,0.97434,0.38524,0.66156,0.5238,0.23924,1.59281,5.40172,1.34107,0.000325148,0.000325148,0.000325148
22,226.333,1.52054,1.71043,1.17775,0.38524,0.66156,0.5238,0.23924,1.59281,5.40172,1.34107,0.000340973,0.000340973,0.000340973
23,235.262,1.63142,2.11993,1.36082,0.97933,0.62291,0.73639,0.38696,1.45755,3.1519,1.29732,0.000356756,0.000356756,0.000356756
24,246.055,1.50117,1.97272,1.19234,0.97933,0.62291,0.73639,0.38696,1.45755,3.1519,1.29732,0.000372497,0.000372497,0.000372497
25,255.039,1.55935,2.14798,1.29236,0.84677,0.70136,0.72178,0.41663,1.45898,2.42694,1.31319,0.000388198,0.000388198,0.000388198
26,265.047,1.41224,1.96944,1.15021,0.84677,0.70136,0.72178,0.41663,1.45898,2.42694,1.31319,0.000403857,0.000403857,0.000403857
27,273.364,1.48181,2.00451,1.16214,0.48517,0.73077,0.36345,0.19431,1.33783,15.2873,1.27251,0.000419475,0.000419475,0.000419475
28,283.878,1.18386,1.18487,0.97945,0.48517,0.73077,0.36345,0.19431,1.33783,15.2873,1.27251,0.000435051,0.000435051,0.000435051
29,292.996,1.66984,2.22701,1.29137,0.39952,0.80769,0.32683,0.17101,1.38486,30.5282,1.18275,0.000450587,0.000450587,0.000450587
30,302.961,1.44559,1.63624,1.20808,0.39952,0.80769,0.32683,0.17101,1.38486,30.5282,1.18275,0.000466081,0.000466081,0.000466081
31,312.426,1.52071,1.74098,1.33681,0.41286,0.67195,0.26005,0.1658,1.46423,35.6924,1.28811,0.000481534,0.000481534,0.000481534
32,322.796,1.54741,1.64616,1.21537,0.41286,0.67195,0.26005,0.1658,1.46423,35.6924,1.28811,0.000496945,0.000496945,0.000496945
33,331.359,1.38687,1.63531,1.22362,0.39188,0.67335,0.31837,0.16625,1.52579,32.1401,1.49025,0.000512316,0.000512316,0.000512316
34,341.694,1.36061,1.67643,1.24422,0.39188,0.67335,0.31837,0.16625,1.52579,32.1401,1.49025,0.000527645,0.000527645,0.000527645
35,351.067,1.49837,1.99037,1.30622,0.33485,0.64813,0.56667,0.28634,1.50557,12.7029,1.71754,0.000542933,0.000542933,0.000542933
36,361.242,1.35108,1.40562,1.13254,0.33485,0.64813,0.56667,0.28634,1.50557,12.7029,1.71754,0.000558179,0.000558179,0.000558179
37,370.884,1.30622,1.3778,1.16233,0.73098,0.65419,0.72717,0.39837,1.3105,3.78432,1.35414,0.000573385,0.000573385,0.000573385
38,380.785,1.36055,1.3412,1.09329,0.73098,0.65419,0.72717,0.39837,1.3105,3.78432,1.35414,0.000588549,0.000588549,0.000588549
39,390.555,1.32485,1.68779,1.17064,0.53852,0.58101,0.34898,0.19412,1.50698,4.38211,1.55052,0.000603672,0.000603672,0.000603672
40,401.134,1.40669,1.74409,1.18182,0.53852,0.58101,0.34898,0.19412,1.50698,4.38211,1.55052,0.000618753,0.000618753,0.000618753
41,410.027,1.63969,1.9094,1.35494,0.17921,0.6554,0.27606,0.15409,1.483,5.99277,1.48701,0.000633793,0.000633793,0.000633793
42,420.287,1.47859,1.34423,1.14325,0.17921,0.6554,0.27606,0.15409,1.483,5.99277,1.48701,0.000648792,0.000648792,0.000648792
43,428.745,1.46484,1.29991,1.29919,0.47696,0.63795,0.50497,0.22666,1.60765,4.89797,1.52553,0.00066375,0.00066375,0.00066375
44,438.954,1.77645,1.84816,1.34106,0.47696,0.63795,0.50497,0.22666,1.60765,4.89797,1.52553,0.000678667,0.000678667,0.000678667
45,447.644,1.40316,1.31324,1.18051,0.45688,0.5181,0.35398,0.18874,1.53147,3.62795,1.64047,0.000693542,0.000693542,0.000693542
46,458.276,1.5055,1.74503,1.23504,0.45688,0.5181,0.35398,0.18874,1.53147,3.62795,1.64047,0.000708376,0.000708376,0.000708376
47,467.411,1.47112,1.44007,1.14955,0.04418,0.22172,0.03226,0.01462,2.05795,6.4129,2.67174,0.000723169,0.000723169,0.000723169
48,477.68,1.53026,1.88229,1.43127,0.04418,0.22172,0.03226,0.01462,2.05795,6.4129,2.67174,0.00073792,0.00073792,0.00073792
49,486.947,1.44549,1.55048,1.20475,0.00317,0.19231,0.00255,0.00099,2.53038,77.6364,3.75389,0.00075263,0.00075263,0.00075263
50,496.876,1.75823,1.76576,1.34677,0.00317,0.19231,0.00255,0.00099,2.53038,77.6364,3.75389,0.000767299,0.000767299,0.000767299
51,506.202,1.45354,1.71554,1.31222,0.51856,0.03846,0.00708,0.00412,2.01686,12.1922,2.52982,0.000781927,0.000781927,0.000781927
52,516.35,1.53909,1.65521,1.27921,0.51856,0.03846,0.00708,0.00412,2.01686,12.1922,2.52982,0.000796514,0.000796514,0.000796514
53,525.443,1.37714,1.3878,1.35479,0.51856,0.03846,0.00708,0.00412,2.01686,12.1922,2.52982,0.000811059,0.000811059,0.000811059
54,534.003,1.39917,1.44855,1.19169,0.19307,0.19231,0.14259,0.08803,2.02083,56.6571,2.21068,0.000825563,0.000825563,0.000825563
55,543.866,1.45404,1.50263,1.26578,0.19307,0.19231,0.14259,0.08803,2.02083,56.6571,2.21068,0.000840025,0.000840025,0.000840025
56,552.155,1.37502,1.1657,1.14871,0.19307,0.19231,0.14259,0.08803,2.02083,56.6571,2.21068,0.000854447,0.000854447,0.000854447
57,560.822,1.46587,1.52784,1.2856,0.06612,0.11538,0.04565,0.02458,2.48208,85.7349,2.79538,0.000868827,0.000868827,0.000868827
58,571.036,1.35404,1.39707,1.17415,0.06612,0.11538,0.04565,0.02458,2.48208,85.7349,2.79538,0.000883166,0.000883166,0.000883166
59,579.896,1.41267,1.26895,1.30097,0.06612,0.11538,0.04565,0.02458,2.48208,85.7349,2.79538,0.000897464,0.000897464,0.000897464
60,588.889,1.14751,1.18971,1.10366,0.05509,0.03846,0.01331,0.00944,2.43662,11.8172,3.22755,0.00091172,0.00091172,0.00091172
61,599.181,1.64799,1.49413,1.28429,0.05509,0.03846,0.01331,0.00944,2.43662,11.8172,3.22755,0.000925935,0.000925935,0.000925935
62,608.554,1.23016,1.15869,1.15571,0.05509,0.03846,0.01331,0.00944,2.43662,11.8172,3.22755,0.000940109,0.000940109,0.000940109
63,617.524,1.38593,1.21128,1.21166,0.01875,0.11538,0.00789,0.00344,2.99622,8.73256,4.54863,0.000954242,0.000954242,0.000954242
64,627.849,1.50009,1.3818,1.33243,0.01875,0.11538,0.00789,0.00344,2.99622,8.73256,4.54863,0.000968333,0.000968333,0.000968333
65,636.548,1.29762,1.12039,1.13658,0.01875,0.11538,0.00789,0.00344,2.99622,8.73256,4.54863,0.000982383,0.000982383,0.000982383
66,645.271,1.28936,1.15993,1.21305,0.96816,0.03846,0.04304,0.03179,2.80507,5.98593,3.10738,0.000996392,0.000996392,0.000996392
67,655.669,1.23098,1.0514,1.04712,0.96816,0.03846,0.04304,0.03179,2.80507,5.98593,3.10738,0.00101036,0.00101036,0.00101036
68,665.196,1.27272,1.11936,1.13929,0.96816,0.03846,0.04304,0.03179,2.80507,5.98593,3.10738,0.00102429,0.00102429,0.00102429
69,673.289,1.22943,0.99333,1.01169,0.75434,0.15385,0.13303,0.0368,2.53041,3.51176,2.69532,0.00103817,0.00103817,0.00103817
70,683.07,1.31647,1.10528,1.20421,0.75434,0.15385,0.13303,0.0368,2.53041,3.51176,2.69532,0.00105201,0.00105201,0.00105201
71,691.768,1.17349,1.05931,1.10199,0.75434,0.15385,0.13303,0.0368,2.53041,3.51176,2.69532,0.00106582,0.00106582,0.00106582
72,701.133,1.4455,1.46166,1.20756,0.00868,0.07692,0.00353,0.00111,2.95371,19.0954,3.72711,0.00107958,0.00107958,0.00107958
73,711.212,1.31333,1.30811,1.20347,0.00868,0.07692,0.00353,0.00111,2.95371,19.0954,3.72711,0.0010933,0.0010933,0.0010933
74,720.027,1.263,1.23683,1.09574,0.00868,0.07692,0.00353,0.00111,2.95371,19.0954,3.72711,0.00110698,0.00110698,0.00110698
75,729.005,1.24406,1.29841,1.18012,0.23996,0.15385,0.14755,0.05222,2.42093,96.9372,2.43909,0.00112061,0.00112061,0.00112061
76,738.778,1.27328,1.07441,1.16722,0.23996,0.15385,0.14755,0.05222,2.42093,96.9372,2.43909,0.00113421,0.00113421,0.00113421
77,748.225,1.20713,0.91504,1.11739,0.23996,0.15385,0.14755,0.05222,2.42093,96.9372,2.43909,0.00114777,0.00114777,0.00114777
78,757.846,1.36975,1.13132,1.31536,0.47139,0.15385,0.17566,0.09379,2.34754,60.6384,2.39349,0.00116128,0.00116128,0.00116128
79,767.686,1.29967,1.02327,1.12004,0.47139,0.15385,0.17566,0.09379,2.34754,60.6384,2.39349,0.00117475,0.00117475,0.00117475
80,777.082,1.3873,1.34225,1.23654,0.47139,0.15385,0.17566,0.09379,2.34754,60.6384,2.39349,0.00118818,0.00118818,0.00118818
81,786.864,1.30558,1.0942,1.11529,0.00913,0.23077,0.00621,0.00296,2.51563,42.5654,2.78277,0.00120157,0.00120157,0.00120157
82,797.324,1.23914,1.04978,1.08918,0.00913,0.23077,0.00621,0.00296,2.51563,42.5654,2.78277,0.00121492,0.00121492,0.00121492
83,805.762,1.37581,1.11669,1.22226,0.00913,0.23077,0.00621,0.00296,2.51563,42.5654,2.78277,0.00122823,0.00122823,0.00122823
84,814,1.25381,1.10488,1.11677,0.00169,0.26923,0.00129,0.00055,2.23544,566.383,2.27946,0.0012415,0.0012415,0.0012415
85,824.334,1.23667,1.23502,1.17647,0.00169,0.26923,0.00129,0.00055,2.23544,566.383,2.27946,0.00125472,0.00125472,0.00125472
86,832.621,1.28493,1.26813,1.1164,0.00169,0.26923,0.00129,0.00055,2.23544,566.383,2.27946,0.0012679,0.0012679,0.0012679
87,840.761,1.301,1.1948,1.22524,0.00169,0.26923,0.00129,0.00055,2.23544,566.383,2.27946,0.00128105,0.00128105,0.00128105
88,849.24,1.23553,1.37577,1.22203,0.00146,0.15385,0.00103,0.00045,1.91047,522.164,2.32333,0.00129415,0.00129415,0.00129415
89,859.116,1.25568,1.04332,1.08857,0.00146,0.15385,0.00103,0.00045,1.91047,522.164,2.32333,0.00130721,0.00130721,0.00130721
90,868.116,1.31004,1.00358,1.15529,0.00146,0.15385,0.00103,0.00045,1.91047,522.164,2.32333,0.00132023,0.00132023,0.00132023
91,877.751,1.15637,1.09473,1.17249,0.00146,0.15385,0.00103,0.00045,1.91047,522.164,2.32333,0.0013332,0.0013332,0.0013332
92,887.313,1.20513,0.99942,1.02462,0.00293,0.07692,0.0014,0.00076,2.13919,446.93,2.31279,0.00134614,0.00134614,0.00134614
93,897.528,1.31216,1.14108,1.10912,0.00293,0.07692,0.0014,0.00076,2.13919,446.93,2.31279,0.00135904,0.00135904,0.00135904
94,907.291,1.3069,0.99253,1.07163,0.00293,0.07692,0.0014,0.00076,2.13919,446.93,2.31279,0.00137189,0.00137189,0.00137189
95,916.984,1.25895,1.07691,1.07998,0.00293,0.07692,0.0014,0.00076,2.13919,446.93,2.31279,0.0013847,0.0013847,0.0013847
96,926.488,1.21616,1.05158,1.18675,0.00565,0.26923,0.00469,0.00254,2.21807,237.664,3.19977,0.00139747,0.00139747,0.00139747
97,935.521,1.40627,1.22159,1.09428,0.00565,0.26923,0.00469,0.00254,2.21807,237.664,3.19977,0.0014102,0.0014102,0.0014102
98,944.44,1.25451,1.09039,1.04612,0.00565,0.26923,0.00469,0.00254,2.21807,237.664,3.19977,0.00142289,0.00142289,0.00142289
99,953.608,1.13906,1.06929,1.09713,0.00565,0.26923,0.00469,0.00254,2.21807,237.664,3.19977,0.00143554,0.00143554,0.00143554
100,963.076,1.20194,1.06374,1.15251,0,0,0,0,4.03678,318.912,10.4141,0.00144814,0.00144814,0.00144814
101,973.517,1.15688,1.11976,1.09656,0,0,0,0,4.03678,318.912,10.4141,0.00146071,0.00146071,0.00146071
102,983.135,1.35613,1.126,1.11546,0,0,0,0,4.03678,318.912,10.4141,0.00145865,0.00145865,0.00145865
103,992.408,1.24934,1.2877,1.02495,0,0,0,0,4.03678,318.912,10.4141,0.00145658,0.00145658,0.00145658
104,1001.77,1.38964,1.12542,1.23143,0.00014,0.03846,8e-05,2e-05,3.03596,42.8404,4.0627,0.00145452,0.00145452,0.00145452
105,1011.82,1.5064,1.35765,1.39456,0.00014,0.03846,8e-05,2e-05,3.03596,42.8404,4.0627,0.00145246,0.00145246,0.00145246
106,1021.08,1.2583,0.9487,1.09699,0.00014,0.03846,8e-05,2e-05,3.03596,42.8404,4.0627,0.00145039,0.00145039,0.00145039
107,1030.27,1.20733,1.10313,1.16773,0.00014,0.03846,8e-05,2e-05,3.03596,42.8404,4.0627,0.00144833,0.00144833,0.00144833
108,1040.08,1.26785,1.13551,1.17751,0.16682,0.44796,0.12526,0.07927,1.97112,85.4037,1.88373,0.00144627,0.00144627,0.00144627
109,1049.66,1.45368,1.31797,1.37779,0.16682,0.44796,0.12526,0.07927,1.97112,85.4037,1.88373,0.00144421,0.00144421,0.00144421
110,1058.99,1.36051,1.12494,1.20156,0.16682,0.44796,0.12526,0.07927,1.97112,85.4037,1.88373,0.00144214,0.00144214,0.00144214
111,1067.34,1.24854,0.85238,1.09777,0.16682,0.44796,0.12526,0.07927,1.97112,85.4037,1.88373,0.00144008,0.00144008,0.00144008
112,1075.85,1.46711,1.21183,1.34627,0.03901,0.60181,0.04571,0.0233,1.60706,190.661,1.65476,0.00143802,0.00143802,0.00143802
113,1086.52,1.22421,0.97211,1.15025,0.03901,0.60181,0.04571,0.0233,1.60706,190.661,1.65476,0.00143595,0.00143595,0.00143595
114,1095.1,1.1787,0.94121,1.04116,0.03901,0.60181,0.04571,0.0233,1.60706,190.661,1.65476,0.00143389,0.00143389,0.00143389
115,1103.85,1.26104,0.91805,1.15906,0.03901,0.60181,0.04571,0.0233,1.60706,190.661,1.65476,0.00143183,0.00143183,0.00143183
116,1112.51,1.31831,1.2568,1.27028,0.50554,0.48121,0.27762,0.17323,1.63157,63.9233,1.65765,0.00142977,0.00142977,0.00142977
117,1123.04,1.28247,0.99458,1.13985,0.50554,0.48121,0.27762,0.17323,1.63157,63.9233,1.65765,0.0014277,0.0014277,0.0014277
118,1132.67,1.33501,1.19529,1.23983,0.50554,0.48121,0.27762,0.17323,1.63157,63.9233,1.65765,0.00142564,0.00142564,0.00142564
119,1142.19,1.15385,0.83993,1.0905,0.50554,0.48121,0.27762,0.17323,1.63157,63.9233,1.65765,0.00142358,0.00142358,0.00142358
120,1151.63,1.14755,0.81673,1.08349,0.43016,0.5543,0.2929,0.17208,1.78962,32.7771,1.72589,0.00142151,0.00142151,0.00142151
121,1161.26,1.36763,1.03314,1.14018,0.43016,0.5543,0.2929,0.17208,1.78962,32.7771,1.72589,0.00141945,0.00141945,0.00141945
122,1170.25,0.97929,0.83754,1.0339,0.43016,0.5543,0.2929,0.17208,1.78962,32.7771,1.72589,0.00141739,0.00141739,0.00141739
123,1179.25,1.21254,1.00391,1.12128,0.43016,0.5543,0.2929,0.17208,1.78962,32.7771,1.72589,0.00141532,0.00141532,0.00141532
124,1188.8,1.19732,0.92061,1.09777,0.27293,0.15385,0.15289,0.09115,1.74619,25.9607,1.68656,0.00141326,0.00141326,0.00141326
125,1198.95,1.34146,1.14484,1.27986,0.27293,0.15385,0.15289,0.09115,1.74619,25.9607,1.68656,0.0014112,0.0014112,0.0014112
