epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,137.78,0.76129,1.30674,0.84641,0.85292,0.9375,0.91557,0.76984,0.64957,0.90958,0.93016,0.000660299,0.000660299,0.000660299
185,138.506,0.68117,1.05527,0.87076,0.85292,0.9375,0.91557,0.76984,0.64957,0.90958,0.93016,0.000654798,0.000654798,0.000654798
186,139.263,0.85846,1.34118,1.03101,0.99583,0.89654,0.95155,0.75422,0.63969,0.92613,0.94996,0.000649297,0.000649297,0.000649297
187,139.992,0.58118,1.32714,0.86831,0.99583,0.89654,0.95155,0.75422,0.63969,0.92613,0.94996,0.000643795,0.000643795,0.000643795
188,140.751,0.60596,1.10535,0.86113,0.85311,0.9375,0.91089,0.72991,0.66488,0.87789,0.98115,0.000638294,0.000638294,0.000638294
189,141.464,0.76429,1.0764,0.99328,0.85311,0.9375,0.91089,0.72991,0.66488,0.87789,0.98115,0.000632793,0.000632793,0.000632793
190,142.206,0.7521,1.32118,0.8985,0.96548,0.9375,0.95214,0.74692,0.71782,0.8372,1.00031,0.000627292,0.000627292,0.000627292
191,142.92,0.86418,1.09993,0.91347,0.96548,0.9375,0.95214,0.74692,0.71782,0.8372,1.00031,0.000621791,0.000621791,0.000621791
192,143.692,0.90986,1.21964,1.0423,1,0.91005,0.951,0.78891,0.73953,0.85334,1.00709,0.00061629,0.00061629,0.00061629
193,144.429,0.6835,1.00558,0.90292,1,0.91005,0.951,0.78891,0.73953,0.85334,1.00709,0.000610789,0.000610789,0.000610789
194,145.204,0.83705,1.04104,0.9879,0.97542,0.91275,0.94871,0.79731,0.73041,0.82306,0.98809,0.000605288,0.000605288,0.000605288
195,145.933,0.74006,0.92819,1.01142,0.97542,0.91275,0.94871,0.79731,0.73041,0.82306,0.98809,0.000599787,0.000599787,0.000599787
196,146.724,0.71001,1.22842,0.88089,0.97934,0.89576,0.95587,0.78213,0.69811,0.76048,0.96507,0.000594286,0.000594286,0.000594286
197,147.49,0.60047,0.80963,0.84885,0.97934,0.89576,0.95587,0.78213,0.69811,0.76048,0.96507,0.000588784,0.000588784,0.000588784
198,148.283,0.68832,0.91417,0.87367,0.97871,0.88323,0.95786,0.78882,0.65063,0.7471,0.93312,0.000583283,0.000583283,0.000583283
199,149.018,0.82766,1.02356,0.91536,0.97871,0.88323,0.95786,0.78882,0.65063,0.7471,0.93312,0.000577782,0.000577782,0.000577782
200,149.778,0.77258,1.09522,0.97227,0.97168,0.88048,0.959,0.7885,0.62297,0.67823,0.9251,0.000572281,0.000572281,0.000572281
201,150.51,0.6498,0.8336,0.90037,0.97168,0.88048,0.959,0.7885,0.62297,0.67823,0.9251,0.00056678,0.00056678,0.00056678
202,151.272,0.64278,0.82157,0.90473,0.96862,0.88104,0.96324,0.83001,0.59534,0.63275,0.92473,0.000561279,0.000561279,0.000561279
203,151.992,0.8581,1.37947,1.00004,0.96862,0.88104,0.96324,0.83001,0.59534,0.63275,0.92473,0.000555778,0.000555778,0.000555778
204,152.757,0.73219,1.04266,0.88398,0.95062,0.91607,0.975,0.85517,0.56328,0.63441,0.9275,0.000550277,0.000550277,0.000550277
205,153.481,0.70574,0.89488,0.92269,0.95062,0.91607,0.975,0.85517,0.56328,0.63441,0.9275,0.000544776,0.000544776,0.000544776
206,154.263,0.68626,1.02714,0.95296,0.94757,0.93003,0.975,0.84327,0.54597,0.5961,0.92826,0.000539275,0.000539275,0.000539275
207,154.993,0.61228,0.93158,0.93413,0.94757,0.93003,0.975,0.84327,0.54597,0.5961,0.92826,0.000533773,0.000533773,0.000533773
208,155.757,0.73315,1.76614,0.98059,0.97239,0.90803,0.975,0.83149,0.54203,0.62447,0.92756,0.000528272,0.000528272,0.000528272
209,156.482,0.8159,0.94067,0.88222,0.97239,0.90803,0.975,0.83149,0.54203,0.62447,0.92756,0.000522771,0.000522771,0.000522771
210,157.242,0.79874,1.07403,0.9286,0.96204,0.92944,0.97864,0.83608,0.54909,0.62272,0.92392,0.00051727,0.00051727,0.00051727
211,158.003,0.58233,0.92421,0.93484,0.96204,0.92944,0.97864,0.83608,0.54909,0.62272,0.92392,0.000511769,0.000511769,0.000511769
212,158.749,0.72985,1.1564,0.94284,0.97921,0.92966,0.975,0.84629,0.54832,0.59674,0.91206,0.000506268,0.000506268,0.000506268
213,159.457,0.69323,1.14195,0.94726,0.97921,0.92966,0.975,0.84629,0.54832,0.59674,0.91206,0.000500767,0.000500767,0.000500767
214,160.199,0.55394,0.90806,0.84555,0.99119,0.9375,0.97192,0.87867,0.54947,0.60441,0.89615,0.000495266,0.000495266,0.000495266
215,160.906,0.79669,1.44091,0.88866,0.99119,0.9375,0.97192,0.87867,0.54947,0.60441,0.89615,0.000489765,0.000489765,0.000489765
216,161.65,0.5912,1.02118,0.94738,0.99023,0.9375,0.959,0.85705,0.54013,0.58741,0.88854,0.000484263,0.000484263,0.000484263
217,162.351,0.72707,1.13328,0.96233,0.99023,0.9375,0.959,0.85705,0.54013,0.58741,0.88854,0.000478762,0.000478762,0.000478762
218,163.111,0.62497,0.78713,0.87355,0.99067,0.9375,0.95786,0.87111,0.51538,0.56797,0.88304,0.000473261,0.000473261,0.000473261
219,163.83,0.67746,1.04243,0.99625,0.99067,0.9375,0.95786,0.87111,0.51538,0.56797,0.88304,0.00046776,0.00046776,0.00046776
220,164.572,0.6206,1.04556,0.93946,0.98968,0.9375,0.95682,0.8675,0.48985,0.53505,0.87921,0.000462259,0.000462259,0.000462259
221,165.301,0.5988,0.85541,0.96337,0.98968,0.9375,0.95682,0.8675,0.48985,0.53505,0.87921,0.000456758,0.000456758,0.000456758
222,166.054,0.76011,1.07826,0.95451,0.98407,0.9375,0.96026,0.88193,0.4879,0.48969,0.88631,0.000451257,0.000451257,0.000451257
223,166.789,0.53021,0.76678,0.8389,0.98407,0.9375,0.96026,0.88193,0.4879,0.48969,0.88631,0.000445756,0.000445756,0.000445756
224,167.533,0.59905,0.88575,0.8907,0.98283,0.9375,0.965,0.87556,0.47126,0.48046,0.88601,0.000440255,0.000440255,0.000440255
225,168.243,0.58181,0.81329,0.91412,0.98283,0.9375,0.965,0.87556,0.47126,0.48046,0.88601,0.000434754,0.000434754,0.000434754
226,169.001,0.54409,0.77404,0.85862,0.98445,0.9375,0.96324,0.87273,0.46924,0.48468,0.88491,0.000429253,0.000429253,0.000429253
227,169.706,0.67794,1.01086,1.0052,0.98445,0.9375,0.96324,0.87273,0.46924,0.48468,0.88491,0.000423751,0.000423751,0.000423751
228,170.458,0.58829,0.75376,0.86379,0.98964,0.9375,0.96324,0.86935,0.48923,0.48059,0.88709,0.00041825,0.00041825,0.00041825
229,171.16,0.70874,0.97089,0.9183,0.98964,0.9375,0.96324,0.86935,0.48923,0.48059,0.88709,0.000412749,0.000412749,0.000412749
230,171.896,0.71209,1.02012,0.89857,0.98923,0.9375,0.96324,0.85286,0.50006,0.48782,0.8881,0.000407248,0.000407248,0.000407248
231,172.603,0.631,0.84397,0.84853,0.98923,0.9375,0.96324,0.85286,0.50006,0.48782,0.8881,0.000401747,0.000401747,0.000401747
232,173.348,0.66008,0.98813,0.84134,0.98631,0.9375,0.959,0.85314,0.51999,0.50756,0.89088,0.000396246,0.000396246,0.000396246
233,174.042,0.72509,0.80444,0.90821,0.98631,0.9375,0.959,0.85314,0.51999,0.50756,0.89088,0.000390745,0.000390745,0.000390745
234,174.793,0.63681,0.90942,0.89534,0.98145,0.9375,0.95682,0.84231,0.54685,0.53447,0.89354,0.000385244,0.000385244,0.000385244
235,175.506,0.67827,1.01202,0.85762,0.98145,0.9375,0.95682,0.84231,0.54685,0.53447,0.89354,0.000379743,0.000379743,0.000379743
236,176.255,0.8117,1.16096,0.90565,0.97737,0.9375,0.955,0.83068,0.51149,0.54287,0.89064,0.000374242,0.000374242,0.000374242
237,176.959,0.63878,0.88843,0.86683,0.97737,0.9375,0.955,0.83068,0.51149,0.54287,0.89064,0.00036874,0.00036874,0.00036874
238,177.697,0.93196,1.87542,1.10579,0.97044,0.9375,0.95587,0.84984,0.50577,0.5311,0.88647,0.000363239,0.000363239,0.000363239
239,178.404,0.53749,0.88736,0.86396,0.97044,0.9375,0.95587,0.84984,0.50577,0.5311,0.88647,0.000357738,0.000357738,0.000357738
240,179.159,0.70355,0.87115,0.95413,0.96409,0.93348,0.96167,0.84932,0.48967,0.52737,0.88054,0.000352237,0.000352237,0.000352237
241,179.884,0.63239,0.73921,0.93488,0.96409,0.93348,0.96167,0.84932,0.48967,0.52737,0.88054,0.000346736,0.000346736,0.000346736
242,180.646,0.51804,0.70979,0.84926,0.95699,0.93055,0.967,0.86288,0.51647,0.52301,0.88606,0.000341235,0.000341235,0.000341235
243,181.359,0.76091,1.20079,0.9231,0.95699,0.93055,0.967,0.86288,0.51647,0.52301,0.88606,0.000335734,0.000335734,0.000335734
244,182.115,0.67488,0.90777,0.86727,0.95313,0.92958,0.967,0.84327,0.51022,0.51752,0.88379,0.000330233,0.000330233,0.000330233
245,182.824,0.71853,0.89348,0.84854,0.95313,0.92958,0.967,0.84327,0.51022,0.51752,0.88379,0.000324732,0.000324732,0.000324732
246,183.563,0.5927,0.9686,0.82629,0.95122,0.9296,0.967,0.87084,0.47375,0.52799,0.87947,0.000319231,0.000319231,0.000319231
247,184.267,0.44879,0.81334,0.82354,0.95122,0.9296,0.967,0.87084,0.47375,0.52799,0.87947,0.000313729,0.000313729,0.000313729
248,185.002,0.57452,0.92547,0.99861,0.95157,0.92975,0.967,0.87402,0.45291,0.5361,0.87027,0.000308228,0.000308228,0.000308228
249,185.7,0.51625,0.83598,0.80429,0.95157,0.92975,0.967,0.87402,0.45291,0.5361,0.87027,0.000302727,0.000302727,0.000302727
250,186.454,0.6826,1.22528,0.95713,0.95345,0.93006,0.97192,0.8534,0.42094,0.49991,0.86615,0.000297226,0.000297226,0.000297226
251,187.147,0.53298,0.753,0.8614,0.95345,0.93006,0.97192,0.8534,0.42094,0.49991,0.86615,0.000291725,0.000291725,0.000291725
252,187.921,0.62949,0.90465,0.90663,0.96042,0.93153,0.97192,0.896,0.41142,0.46603,0.85734,0.000286224,0.000286224,0.000286224
253,188.685,0.55311,0.78205,0.84533,0.96042,0.93153,0.97192,0.896,0.41142,0.46603,0.85734,0.000280723,0.000280723,0.000280723
254,189.458,0.63001,0.78568,0.83635,0.96815,0.93417,0.96929,0.89206,0.40479,0.45699,0.85342,0.000275222,0.000275222,0.000275222
255,190.162,0.46159,0.96088,0.86391,0.96815,0.93417,0.96929,0.89206,0.40479,0.45699,0.85342,0.000269721,0.000269721,0.000269721
256,190.91,0.58464,0.78359,0.85665,0.97784,0.9375,0.965,0.8483,0.39567,0.45639,0.85132,0.00026422,0.00026422,0.00026422
257,191.614,0.62105,0.83502,0.88587,0.97784,0.9375,0.965,0.8483,0.39567,0.45639,0.85132,0.000258718,0.000258718,0.000258718
258,192.354,0.65401,0.81609,0.97593,0.98647,0.9375,0.965,0.84182,0.41534,0.449,0.85033,0.000253217,0.000253217,0.000253217
259,193.057,0.70078,0.94159,0.99851,0.98647,0.9375,0.965,0.84182,0.41534,0.449,0.85033,0.000247716,0.000247716,0.000247716
260,193.802,0.51387,0.70424,0.86044,0.98707,0.9375,0.965,0.85122,0.42581,0.43339,0.84978,0.000242215,0.000242215,0.000242215
261,194.527,0.54397,1.01557,0.92216,0.98707,0.9375,0.965,0.85122,0.42581,0.43339,0.84978,0.000236714,0.000236714,0.000236714
262,195.3,0.53083,0.90562,0.86258,0.97814,0.9375,0.96929,0.85917,0.43325,0.40653,0.85125,0.000231213,0.000231213,0.000231213
263,196.027,0.53313,0.83648,0.87793,0.97814,0.9375,0.96929,0.85917,0.43325,0.40653,0.85125,0.000225712,0.000225712,0.000225712
264,196.803,0.56023,0.75756,0.82995,0.97407,0.9375,0.96929,0.85916,0.44037,0.40061,0.85261,0.000220211,0.000220211,0.000220211
265,197.506,0.48307,0.76357,0.82147,0.97407,0.9375,0.96929,0.85916,0.44037,0.40061,0.85261,0.00021471,0.00021471,0.00021471
266,198.255,0.73509,0.91684,0.80301,0.97337,0.9375,0.96929,0.84528,0.45339,0.41351,0.85485,0.000209209,0.000209209,0.000209209
267,198.966,0.46795,0.68696,0.81337,0.97337,0.9375,0.96929,0.84528,0.45339,0.41351,0.85485,0.000203707,0.000203707,0.000203707
268,199.717,0.5961,0.90237,0.81579,0.97461,0.9375,0.97192,0.85286,0.46054,0.41975,0.8582,0.000198206,0.000198206,0.000198206
269,200.414,0.45879,0.96327,0.89596,0.97461,0.9375,0.97192,0.85286,0.46054,0.41975,0.8582,0.000192705,0.000192705,0.000192705
270,201.174,0.58071,0.76498,0.88857,0.97798,0.9375,0.97192,0.85286,0.46771,0.42653,0.86155,0.000187204,0.000187204,0.000187204
271,201.89,0.4694,0.82754,0.84078,0.97798,0.9375,0.97192,0.85286,0.46771,0.42653,0.86155,0.000181703,0.000181703,0.000181703
272,202.625,0.53129,0.96116,0.81955,0.98117,0.9375,0.97192,0.84687,0.46251,0.43727,0.86266,0.000176202,0.000176202,0.000176202
273,203.327,0.51942,0.66722,0.9678,0.98117,0.9375,0.97192,0.84687,0.46251,0.43727,0.86266,0.000170701,0.000170701,0.000170701
274,204.067,0.37261,0.78174,0.82367,0.98313,0.9375,0.97192,0.85286,0.44989,0.43189,0.86298,0.0001652,0.0001652,0.0001652
275,204.762,0.51519,0.75295,0.94095,0.98313,0.9375,0.97192,0.85286,0.44989,0.43189,0.86298,0.000159699,0.000159699,0.000159699
276,205.5,0.64029,0.82945,0.92555,0.98574,0.9375,0.97192,0.87998,0.44907,0.41348,0.86317,0.000154198,0.000154198,0.000154198
277,206.198,0.53644,0.70161,0.83499,0.98574,0.9375,0.97192,0.87998,0.44907,0.41348,0.86317,0.000148696,0.000148696,0.000148696
278,206.937,0.57453,0.91681,0.92145,0.98768,0.9375,0.97192,0.88599,0.43855,0.41695,0.86662,0.000143195,0.000143195,0.000143195
279,207.639,0.42867,0.62243,0.81988,0.98768,0.9375,0.97192,0.88599,0.43855,0.41695,0.86662,0.000137694,0.000137694,0.000137694
280,208.394,0.63421,0.80285,0.82981,0.98921,0.9375,0.97192,0.87686,0.42552,0.41355,0.86676,0.000132193,0.000132193,0.000132193
281,209.11,0.49004,0.74114,0.83619,0.98921,0.9375,0.97192,0.87686,0.42552,0.41355,0.86676,0.000126692,0.000126692,0.000126692
282,209.839,0.49191,0.75223,0.80224,0.98998,0.9375,0.97192,0.89335,0.41314,0.41518,0.86293,0.000121191,0.000121191,0.000121191
283,210.545,0.50398,0.7378,0.86457,0.98998,0.9375,0.97192,0.89335,0.41314,0.41518,0.86293,0.00011569,0.00011569,0.00011569
284,211.299,0.47644,0.7199,0.86937,0.99003,0.9375,0.97192,0.89179,0.39801,0.42367,0.86006,0.000110189,0.000110189,0.000110189
285,212.018,0.46076,0.71422,0.81318,0.99003,0.9375,0.97192,0.89179,0.39801,0.42367,0.86006,0.000104688,0.000104688,0.000104688
286,212.802,0.49585,0.68701,0.85165,0.99025,0.9375,0.97192,0.8918,0.39646,0.4291,0.85868,9.91865e-05,9.91865e-05,9.91865e-05
287,213.506,0.536,0.90114,0.86602,0.99025,0.9375,0.97192,0.8918,0.39646,0.4291,0.85868,9.36854e-05,9.36854e-05,9.36854e-05
288,214.245,0.62351,0.81931,0.96062,0.99025,0.9375,0.97192,0.8787,0.38909,0.4228,0.85778,8.81843e-05,8.81843e-05,8.81843e-05
289,214.954,0.46253,0.84762,0.89243,0.99025,0.9375,0.97192,0.8787,0.38909,0.4228,0.85778,8.26832e-05,8.26832e-05,8.26832e-05
290,215.704,0.48029,0.82112,0.8175,0.99011,0.9375,0.97192,0.8894,0.38642,0.41371,0.85785,7.71821e-05,7.71821e-05,7.71821e-05
291,221.263,0.44634,0.89955,0.83363,0.99011,0.9375,0.97192,0.8894,0.38642,0.41371,0.85785,7.1681e-05,7.1681e-05,7.1681e-05
292,222.028,0.48178,0.95663,0.90636,0.99012,0.9375,0.97192,0.8894,0.38318,0.4193,0.85535,6.61799e-05,6.61799e-05,6.61799e-05
293,222.764,0.48433,0.87241,0.82127,0.99012,0.9375,0.97192,0.8894,0.38318,0.4193,0.85535,6.06788e-05,6.06788e-05,6.06788e-05
294,223.499,0.47564,1.05675,0.76376,0.99007,0.9375,0.97192,0.8894,0.37837,0.4172,0.85445,5.51777e-05,5.51777e-05,5.51777e-05
295,224.204,0.45431,0.87173,0.83499,0.99007,0.9375,0.97192,0.8894,0.37837,0.4172,0.85445,4.96766e-05,4.96766e-05,4.96766e-05
296,224.951,0.48237,0.83565,0.9412,0.98994,0.9375,0.97192,0.90616,0.37462,0.4075,0.85446,4.41755e-05,4.41755e-05,4.41755e-05
297,225.653,0.57504,0.95431,0.81215,0.98994,0.9375,0.97192,0.90616,0.37462,0.4075,0.85446,3.86744e-05,3.86744e-05,3.86744e-05
298,226.414,0.44926,0.84531,0.86355,0.98971,0.9375,0.97192,0.90496,0.37121,0.40107,0.8537,3.31733e-05,3.31733e-05,3.31733e-05
299,227.132,0.47255,1.00421,0.87661,0.98971,0.9375,0.97192,0.90496,0.37121,0.40107,0.8537,2.76722e-05,2.76722e-05,2.76722e-05
300,227.895,0.42689,0.81596,0.8138,0.98977,0.9375,0.97192,0.90496,0.37429,0.40085,0.85352,2.21711e-05,2.21711e-05,2.21711e-05
